icao24,callsign,origin_country,time_position,last_contact,last_contact_utc,longitude,latitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,baro_altitude,squawk,category
ad00e3,AAL2188 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-97.37,37.6344,11955.78,False,234.77,204.88,0.0,11582.4,3613,1
ae20ba,RAIDR13 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-111.7824,32.0679,5760.72,False,113.73,181.56,0.0,5501.64,2077,13
adb35c,JBU19   ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-89.3287,43.1735,9662.16,False,254.6,262.8,-0.33,9761.22,1430,4
06a0f5,QTR114  ,Qatar,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,23.2274,36.7408,12435.84,False,269.87,128.42,0.0,11887.2,1243,6
ab35cb,AAL3109 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-88.174,41.965,1234.44,False,98.26,89.7,-5.85,1188.72,2742,1
7c1b38,VOZ9235 ,Australia,1729029955.0,1729029955,2024-10-15 22:05:55+00:00,117.1911,-34.2872,4297.68,False,184.98,152.86,-15.28,4274.82,7224,1
7c7c9c,VOZ509  ,Australia,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,152.4992,-31.0423,12161.52,False,244.1,15.15,0.0,11887.2,1426,4
a60bcb,UAL1528 ,United States,1729029774.0,1729029839,2024-10-15 22:03:59+00:00,-95.1343,30.0922,1729.74,False,110.64,133.12,-5.85,1653.54,2602,1
aac6f5,AVA121  ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-7.8629,51.5375,11140.44,False,231.57,265.92,-0.33,10965.18,6343,6
a72bda,JIA5408 ,United States,1729029962.0,1729029963,2024-10-15 22:06:03+00:00,-73.8331,41.6738,9875.52,False,256.96,357.48,-1.63,10058.4,2554,4
abc0c1,SWA4249 ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-76.559,38.9585,11247.12,False,284.13,49.18,0.0,11277.6,1577,1
a8a393,TCF656  ,United States,1729029963.0,1729029963,2024-10-15 22:06:03+00:00,-81.3177,29.8162,2019.3,False,56.75,337.62,-0.33,1988.82,3442,2
ae20b9,DRAFT85 ,United States,1729029963.0,1729029964,2024-10-15 22:06:04+00:00,-116.3971,33.0074,4099.56,False,113.23,129.84,-0.33,3939.54,4751,13
