Time of Departure,Departure Airport,Arrival Airport,Arrival Time
1672742096.0,,EDDF,1672747492
1672742096.0,,EDDF,1672747492
1672744408.0,,EDDF,1672747253
1672744408.0,,EDDF,1672747253
1672744627.0,LKPR,EDDF,1672747246
1672744627.0,LKPR,EDDF,1672747246
1672741945.0,,EDDF,1672746835
1672741945.0,,EDDF,1672746835
1672742005.0,,EDDF,1672746686
1672742005.0,,EDDF,1672746686
1672742000.0,,EDDF,1672746599
1672742000.0,,EDDF,1672746599
1672742597.0,EGLC,EDDF,1672746523
1672742597.0,EGLC,EDDF,1672746523
1672741997.0,,EDDF,1672746368
1672741997.0,,EDDF,1672746368
1672742007.0,,EDDF,1672746190
1672742007.0,,EDDF,1672746190
1672743997.0,EDDM,EDDF,1672746178
1672743997.0,EDDM,EDDF,1672746178
1672742049.0,EKBI,EDDF,1672746089
1672742049.0,EKBI,EDDF,1672746089
1672742415.0,LFPG,EDDF,1672745788
1672742415.0,LFPG,EDDF,1672745788
1672741995.0,,EDDF,1672745470
1672741995.0,,EDDF,1672745470
1672741990.0,,EDDF,1672745271
1672741990.0,,EDDF,1672745271
1672742549.0,LSZH,EDDF,1672745247
1672742549.0,LSZH,EDDF,1672745247
1672741979.0,,EDDF,1672745061
1672741979.0,,EDDF,1672745061
1672741986.0,,EDDF,1672744918
1672741986.0,,EDDF,1672744918
1672742013.0,LILN,EDDF,1672744917
1672742013.0,LILN,EDDF,1672744917
1672741985.0,,EDDF,1672744907
1672741985.0,,EDDF,1672744907
1672741970.0,,EDDF,1672744698
1672741970.0,,EDDF,1672744698
,,EDDF,1672744572
,,EDDF,1672744572
1672741990.0,,EDDF,1672744067
1672741990.0,,EDDF,1672744067
1672741996.0,,EDDF,1672743976
1672741996.0,,EDDF,1672743976
1672741991.0,,EDDF,1672743834
1672741991.0,,EDDF,1672743834
1672741978.0,,EDDF,1672743653
1672741978.0,,EDDF,1672743653
1672741986.0,,EDDF,1672743539
1672741986.0,,EDDF,1672743539
1672741948.0,,EDDF,1672743528
1672741948.0,,EDDF,1672743528
1672741986.0,,EDDF,1672743501
1672741986.0,,EDDF,1672743501
1672741990.0,,EDDF,1672743293
1672741990.0,,EDDF,1672743293
1672742261.0,EDFL,EDDF,1672743265
1672742261.0,EDFL,EDDF,1672743265
1672741986.0,,EDDF,1672743168
1672741986.0,,EDDF,1672743168
1672741992.0,,EDDF,1672743104
1672741992.0,,EDDF,1672743104
1672742104.0,,EDDF,1672742952
1672742104.0,,EDDF,1672742952
1672741974.0,,EDDF,1672742937
1672741974.0,,EDDF,1672742937
1672741987.0,EDFB,EDDF,1672742901
1672741987.0,EDFB,EDDF,1672742901
1672741998.0,EDFB,EDDF,1672742786
1672741998.0,EDFB,EDDF,1672742786
1672741993.0,EDFG,EDDF,1672742783
1672741993.0,EDFG,EDDF,1672742783
1672741995.0,EDDF,EDDF,1672742725
1672741995.0,EDDF,EDDF,1672742725
1672741988.0,,EDDF,1672742662
1672741988.0,,EDDF,1672742662
1672741987.0,,EDDF,1672742631
1672741987.0,,EDDF,1672742631
1672695310.0,EDEP,EDDF,1672696203
1672686647.0,LPPT,EDDF,1672695657
1672684001.0,,EDDF,1672695080
1672658399.0,EDDF,EDDF,1672695014
1672689342.0,EPWA,EDDF,1672694915
1672691943.0,EHAM,EDDF,1672694467
1672686691.0,LEMD,EDDF,1672693585
1672683472.0,,EDDF,1672693417
1672683243.0,LTFM,EDDF,1672693148
1672688925.0,EGLL,EDDF,1672693090
1672689860.0,LFPG,EDDF,1672692885
1672686713.0,LIRF,EDDF,1672691766
1672687561.0,LOWW,EDDF,1672691432
1672668694.0,OMDW,EDDF,1672690652
1672688243.0,EDDM,EDDF,1672690299
1672658437.0,KDFW,EDDF,1672690022
1672682816.0,ESSA,EDDF,1672689931
1672685591.0,,EDDF,1672689711
1672681530.0,LPPT,EDDF,1672689668
1672684053.0,EIDW,EDDF,1672689467
1672683396.0,LEBL,EDDF,1672689299
1672676044.0,,EDDF,1672689030
1672685388.0,EGLL,EDDF,1672689013
1672682289.0,,EDDF,1672688745
1672683711.0,EGCC,EDDF,1672688706
1672686114.0,EHAM,EDDF,1672688623
1672680669.0,LPPR,EDDF,1672688398
1672684380.0,EGLC,EDDF,1672688298
1672681913.0,ENGM,EDDF,1672688178
1672675790.0,,EDDF,1672688141
1672684114.0,LIPE,EDDF,1672687985
1672678481.0,EFHK,EDDF,1672687948
1672684358.0,LSGG,EDDF,1672687792
1672680986.0,LEPA,EDDF,1672687750
1672681789.0,ESGG,EDDF,1672687723
1672684646.0,LFPG,EDDF,1672687677
1672682674.0,EKCH,EDDF,1672687669
1672673595.0,LLBG,EDDF,1672687608
1672683981.0,EDDC,EDDF,1672687489
1672651307.0,EDDF,EDDF,1672687461
1672683421.0,LOWW,EDDF,1672687372
1672683436.0,EDDH,EDDF,1672686943
1672683343.0,LIML,EDDF,1672686937
1672682329.0,LFML,EDDF,1672686927
1672682432.0,EGLC,EDDF,1672686896
1672683315.0,LFPG,EDDF,1672686721
1672677000.0,LTFM,EDDF,1672686689
1672682014.0,EGLL,EDDF,1672686681
1672676017.0,,EDDF,1672686539
1672683727.0,EHAM,EDDF,1672686535
1672681326.0,EPKK,EDDF,1672686409
1672681444.0,EGGP,EDDF,1672686295
1672683100.0,LSZH,EDDF,1672686114
1672678751.0,LBSF,EDDF,1672685911
1672683214.0,EBMB,EDDF,1672685897
1672682943.0,EDDB,EDDF,1672685752
1672680302.0,,EDDF,1672685693
1672682477.0,LSGG,EDDF,1672685669
1672683200.0,EDDM,EDDF,1672685608
1672676917.0,,EDDF,1672685547
1672677818.0,ESSA,EDDF,1672685458
1672678230.0,LEMD,EDDF,1672685348
1672682569.0,LOWI,EDDF,1672685157
1672676220.0,LGAV,EDDF,1672685058
1672680426.0,EKCH,EDDF,1672684977
1672681730.0,LKPR,EDDF,1672684942
1672679983.0,LDZL,EDDF,1672684916
1672679693.0,EGNT,EDDF,1672684858
1672676561.0,LMML,EDDF,1672684677
1672653433.0,KORD,EDDF,1672684468
1672680966.0,LFPG,EDDF,1672684317
1672677845.0,,EDDF,1672684288
1672675716.0,LROP,EDDF,1672684138
1672680017.0,EGLL,EDDF,1672684042
1672671541.0,BIKF,EDDF,1672683735
1672677605.0,LYBE,EDDF,1672683623
1672679408.0,EGLC,EDDF,1672683558
1672677091.0,LEBL,EDDF,1672683385
1672680788.0,EDNY,EDDF,1672683324
1672679708.0,EDDH,EDDF,1672683294
1672660738.0,,EDDF,1672683117
1672670205.0,,EDDF,1672682985
1672639699.0,VTBS,EDDF,1672682929
1672676720.0,EPWA,EDDF,1672682833
1672671584.0,,EDDF,1672682684
1672672706.0,EFHK,EDDF,1672682397
1672679643.0,EBBR,EDDF,1672682367
1672675861.0,EIDW,EDDF,1672682307
1672674112.0,ESSA,EDDF,1672682299
1672679661.0,EDDM,EDDF,1672682232
1672679211.0,EDDB,EDDF,1672682169
1672678569.0,LIML,EDDF,1672682057
1672678338.0,LIML,EDDF,1672681600
1672631977.0,RJTT,EDDF,1672681403
1672677532.0,LOWW,EDDF,1672681373
1672672526.0,EVRA,EDDF,1672681218
1672649970.0,VIDP,EDDF,1672681078
1672674572.0,ENGM,EDDF,1672680985
1672679866.0,EDEF,EDDF,1672680495
1672677602.0,EHAM,EDDF,1672680232
1672676556.0,EGLL,EDDF,1672680073
1672658659.0,OTHH,EDDF,1672679668
1672675367.0,EGLL,EDDF,1672679424
1672666506.0,,EDDF,1672679280
1672672448.0,LEMD,EDDF,1672679128
1672673806.0,EGCC,EDDF,1672679067
1672668111.0,,EDDF,1672678995
1672674876.0,EDXW,EDDF,1672678868
1672632672.0,RKSI,EDDF,1672678707
1672632486.0,,EDDF,1672678639
1672673222.0,,EDDF,1672678527
1672667230.0,,EDDF,1672677827
1672647821.0,VIDP,EDDF,1672677659
1672666694.0,,EDDF,1672677415
1672666145.0,,EDDF,1672677208
1672673741.0,LFPG,EDDF,1672677206
1672670373.0,LEMD,EDDF,1672677087
1672633303.0,,EDDF,1672676938
1672666866.0,,EDDF,1672676273
1672664929.0,,EDDF,1672676187
1672673651.0,EDDM,EDDF,1672675910
1672631321.0,,EDDF,1672675735
1672672680.0,EHAM,EDDF,1672675606
1672671450.0,LIPZ,EDDF,1672675078
1672672265.0,LIML,EDDF,1672675049
1672623958.0,RJAA,EDDF,1672674560
1672668900.0,EPWA,EDDF,1672674502
1672667291.0,EYVI,EDDF,1672674419
1672666102.0,LPPT,EDDF,1672674348
1672664505.0,LTFM,EDDF,1672674266
1672665966.0,EVRA,EDDF,1672674178
1672670776.0,EDDH,EDDF,1672673950
1672668870.0,LHBP,EDDF,1672673605
1672669501.0,LOWW,EDDF,1672673479
1672667400.0,LEBL,EDDF,1672673399
1672632470.0,,EDDF,1672673212
1672668440.0,,EDDF,1672673181
1672668393.0,EGBB,EDDF,1672673055
1672664430.0,LPFR,EDDF,1672673003
1672642647.0,,EDDF,1672672904
1672665367.0,ESSA,EDDF,1672672682
1672668592.0,LDZL,EDDF,1672672584
1672662014.0,GMMN,EDDF,1672672558
1672648999.0,OMDW,EDDF,1672672336
1672667705.0,,EDDF,1672672301
1672664681.0,LPPR,EDDF,1672672277
1672669474.0,LKPR,EDDF,1672672148
1672662700.0,LGAV,EDDF,1672672133
1672668840.0,LIMC,EDDF,1672672041
1672668078.0,LIPE,EDDF,1672672004
1672665822.0,LIBD,EDDF,1672671950
1672663450.0,LMML,EDDF,1672671949
1672665253.0,LEMD,EDDF,1672671861
1672664453.0,LBSF,EDDF,1672671770
1672668084.0,LFPG,EDDF,1672671747
1672669810.0,EDDL,EDDF,1672671746
1672665185.0,,EDDF,1672671689
1672667551.0,,EDDF,1672671545
1672643910.0,KORD,EDDF,1672671486
1672667381.0,LFMN,EDDF,1672671413
1672667370.0,EGLL,EDDF,1672671401
1672668454.0,LOWI,EDDF,1672671294
1672668889.0,EDDV,EDDF,1672671291
1672667286.0,LOWG,EDDF,1672671197
1672668516.0,EHAM,EDDF,1672671106
1672663333.0,LROP,EDDF,1672671059
1672668500.0,EDDM,EDDF,1672671045
1672665330.0,ESGG,EDDF,1672671026
1672668122.0,EHAM,EDDF,1672670909
1672667834.0,EDDB,EDDF,1672670898
1672663536.0,ENGM,EDDF,1672670879
1672665570.0,EPGD,EDDF,1672670699
1672665401.0,,EDDF,1672670695
1672666920.0,LIMF,EDDF,1672670599
1672665847.0,EPKT,EDDF,1672670508
1672668047.0,LSZH,EDDF,1672670489
1672660964.0,EETN,EDDF,1672670475
1672666610.0,LIPX,EDDF,1672670367
1672668279.0,EDDG,EDDF,1672670319
1672665004.0,LIRF,EDDF,1672670247
1672665979.0,EKBI,EDDF,1672670236
1672664328.0,EGPH,EDDF,1672670179
1672665933.0,LOWW,EDDF,1672670011
1672667593.0,EBBR,EDDF,1672669944
1672666943.0,LOWS,EDDF,1672669887
1672667738.0,ELLX,EDDF,1672669829
1672661513.0,EFHK,EDDF,1672669794
1672663503.0,,EDDF,1672669762
1672667100.0,EDDW,EDDF,1672669706
1672663961.0,LYBE,EDDF,1672669529
1672662240.0,DAAG,EDDF,1672669461
1672667820.0,EDDN,EDDF,1672669455
1672665251.0,,EDDF,1672669232
1672666920.0,LSZM,EDDF,1672669072
1672665789.0,LOWL,EDDF,1672669006
1672637887.0,KDEN,EDDF,1672668976
1672630308.0,,EDDF,1672668863
1672664124.0,EKCH,EDDF,1672668856
1672664320.0,LIPQ,EDDF,1672668745
1672665271.0,LIML,EDDF,1672668739
1672666005.0,EDDP,EDDF,1672668677
1672664583.0,EGSS,EDDF,1672668658
1672662253.0,EGPF,EDDF,1672668469
1672666111.0,EDNY,EDDF,1672668269
1672663590.0,EKCH,EDDF,1672668017
1672661673.0,LEBL,EDDF,1672667818
1672664202.0,EDDH,EDDF,1672667696
1672664461.0,LSGG,EDDF,1672667607
1672660991.0,ENBR,EDDF,1672667489
1672663805.0,LIPZ,EDDF,1672667404
1672665043.0,EDDM,EDDF,1672667229
1672661502.0,EIDW,EDDF,1672667186
1672663983.0,EDDB,EDDF,1672667159
1672662300.0,LFBO,EDDF,1672666889
1672661612.0,,EDDF,1672666759
1672619931.0,RKSI,EDDF,1672666624
1672618575.0,RKSI,EDDF,1672666495
1672661726.0,LHBP,EDDF,1672666468
1672662722.0,EGLL,EDDF,1672666307
1672662127.0,EGLL,EDDF,1672666215
1672659662.0,ENZV,EDDF,1672665778
1672630583.0,,EDDF,1672665583
1672628793.0,KSFO,EDDF,1672665419
1672660463.0,EPKK,EDDF,1672665203
1672658250.0,LEPA,EDDF,1672664338
1672661251.0,LIML,EDDF,1672664194
1672652157.0,,EDDF,1672663661
1672653616.0,LTFM,EDDF,1672663371
1672658706.0,EGGD,EDDF,1672663193
1672632636.0,,EDDF,1672663149
1672652326.0,,EDDF,1672663067
,,EDDF,1672663044
1672660217.0,EHAM,EDDF,1672662982
1672661557.0,EDDF,EDDF,1672662838
1672652167.0,,EDDF,1672662689
1672656986.0,ESGG,EDDF,1672662509
1672659673.0,EDDM,EDDF,1672662379
1672623618.0,KLAX,EDDF,1672662289
1672658071.0,EGLL,EDDF,1672662026
1672647738.0,,EDDF,1672661774
1672658532.0,EDDH,EDDF,1672661742
1672656788.0,LFRB,EDDF,1672661577
1672650119.0,,EDDF,1672661353
1672650609.0,,EDDF,1672661215
1672631445.0,,EDDF,1672661004
1672658372.0,LSZH,EDDF,1672661001
1672628991.0,,EDDF,1672660707
1672639166.0,,EDDF,1672660557
1672658252.0,EBMB,EDDF,1672660456
1672656992.0,EDDB,EDDF,1672659952
1672652526.0,LBSF,EDDF,1672659747
1672654240.0,LHBP,EDDF,1672659676
1672650275.0,,EDDF,1672659599
1672654354.0,,EDDF,1672659479
1672655850.0,LIPZ,EDDF,1672659472
1672655846.0,LFLL,EDDF,1672659459
1672656040.0,LFPG,EDDF,1672659356
1672648927.0,,EDDF,1672659235
1672654983.0,LFRS,EDDF,1672659170
1672655100.0,EGLC,EDDF,1672659044
1672654801.0,,EDDF,1672658997
1672654113.0,LFML,EDDF,1672658908
1672638409.0,OTHH,EDDF,1672658833
1672654898.0,LOWW,EDDF,1672658694
1672655402.0,LIMC,EDDF,1672658665
1672654484.0,EGLC,EDDF,1672658530
1672651265.0,ENGM,EDDF,1672658503
1672633714.0,KJFK,EDDF,1672658428
1672653970.0,EKBI,EDDF,1672658294
1672654512.0,LSGG,EDDF,1672658098
1672655570.0,LSZH,EDDF,1672658005
1672649056.0,LPPT,EDDF,1672657978
1672651133.0,LEMD,EDDF,1672657978
1672654601.0,EDDH,EDDF,1672657887
1672655920.0,EDDS,EDDF,1672657828
1672655377.0,EDDM,EDDF,1672657692
1672624966.0,KDEN,EDDF,1672657496
1672653346.0,EGLL,EDDF,1672657478
1672652141.0,EGCC,EDDF,1672657346
1672653306.0,LJLJ,EDDF,1672657287
1672651655.0,LIRF,EDDF,1672657139
1672654452.0,EHAM,EDDF,1672657093
1672654221.0,EDDC,EDDF,1672656986
1672651032.0,LRTR,EDDF,1672656912
1672653968.0,EDDB,EDDF,1672656883
1672652640.0,EPPO,EDDF,1672656588
1672653546.0,LIML,EDDF,1672656472
1672650422.0,LEBL,EDDF,1672656437
1672649881.0,EIDW,EDDF,1672656388
1672651800.0,EKCH,EDDF,1672656292
1672654140.0,EDDL,EDDF,1672656264
1672644700.0,BIKF,EDDF,1672656134
1672652949.0,EDDW,EDDF,1672655849
1672630542.0,CYYZ,EDDF,1672655755
1672647864.0,ESSA,EDDF,1672655608
1672652256.0,LKPR,EDDF,1672655480
1672652251.0,LFPG,EDDF,1672655458
1672653364.0,ELLX,EDDF,1672655324
1672651050.0,LOWG,EDDF,1672655208
,,EDDF,1672655189
1672630590.0,KEWR,EDDF,1672654971
1672622872.0,KIAH,EDDF,1672654935
1672651057.0,,EDDF,1672654797
1672652836.0,EDDN,EDDF,1672654698
1672629360.0,KIAD,EDDF,1672654637
1672649147.0,EPWA,EDDF,1672654548
1672650702.0,EGLL,EDDF,1672654463
1672651526.0,EDDH,EDDF,1672654357
1672651931.0,EDDV,EDDF,1672654243
1672649703.0,EGBB,EDDF,1672654134
1672651792.0,EDDM,EDDF,1672653998
1672651681.0,EDDM,EDDF,1672653912
1672623170.0,,EDDF,1672653744
1672646235.0,LEMD,EDDF,1672653658
1672622574.0,,EDDF,1672653607
1672645220.0,EFHK,EDDF,1672653505
1672650281.0,EDDB,EDDF,1672653341
1672640804.0,,EDDF,1672653336
1672622290.0,CYYC,EDDF,1672653190
1672649863.0,LIMC,EDDF,1672652965
1672617617.0,,EDDF,1672652932
1672647699.0,EPWA,EDDF,1672652795
1672648789.0,EGLL,EDDF,1672652479
1672647698.0,LDZL,EDDF,1672652028
1672642025.0,LTFM,EDDF,1672651804
1672647750.0,LOWW,EDDF,1672651735
1672638214.0,,EDDF,1672651589
1672625646.0,,EDDF,1672651401
1672619932.0,,EDDF,1672651225
1672622349.0,KMCO,EDDF,1672651105
1672643066.0,LROP,EDDF,1672650988
1672627274.0,KJFK,EDDF,1672650705
1672619646.0,,EDDF,1672650507
1672620359.0,,EDDF,1672650266
1672618207.0,,EDDF,1672650017
1672647399.0,EDDM,EDDF,1672649788
1672646854.0,EDDB,EDDF,1672649636
1672645182.0,EGLL,EDDF,1672649571
1672643780.0,EIDW,EDDF,1672649423
1672646340.0,EHAM,EDDF,1672649330
1672618937.0,VIDP,EDDF,1672649061
1672643043.0,EPWA,EDDF,1672648909
1672636434.0,,EDDF,1672648845
1672640993.0,LPPR,EDDF,1672648732
1672642634.0,EGCC,EDDF,1672648552
1672644463.0,EGLL,EDDF,1672648498
1672618601.0,KATL,EDDF,1672648368
1672645237.0,LFPG,EDDF,1672648355
1672641493.0,LEMD,EDDF,1672648247
1672633921.0,LLBG,EDDF,1672648069
1672645265.0,EHAM,EDDF,1672647973
1672624255.0,KJFK,EDDF,1672647747
1672641575.0,EGPH,EDDF,1672647419
1672644279.0,LIMC,EDDF,1672647133
1672638355.0,EVRA,EDDF,1672647047
1672619992.0,KORD,EDDF,1672646939
1672641534.0,LYBE,EDDF,1672646909
1672636973.0,LGAV,EDDF,1672646775
1672642243.0,EGLL,EDDF,1672646513
1672617604.0,,EDDF,1672646489
1672641208.0,LIRF,EDDF,1672646388
1672640638.0,EPWA,EDDF,1672646305
1672643283.0,LKPR,EDDF,1672646298
1672619266.0,KORD,EDDF,1672646279
1672637154.0,EFHK,EDDF,1672646247
1672639957.0,ENZV,EDDF,1672646183
1672643904.0,EDDM,EDDF,1672646098
1672622705.0,KEWR,EDDF,1672646043
1672641345.0,EGBB,EDDF,1672646008
1672643200.0,EHAM,EDDF,1672645979
1672632337.0,,EDDF,1672645911
1672640078.0,,EDDF,1672645799
1672638464.0,ESSA,EDDF,1672645752
1672637223.0,LPPT,EDDF,1672645704
1672633788.0,,EDDF,1672645611
1672631103.0,LLBG,EDDF,1672645490
1672638553.0,LEMD,EDDF,1672645467
1672631375.0,,EDDF,1672645195
1672639288.0,ESGG,EDDF,1672645047
1672623299.0,,EDDF,1672644835
1672641522.0,EDDH,EDDF,1672644799
1672641698.0,LFPG,EDDF,1672644688
1672639542.0,EPGD,EDDF,1672644659
1672637532.0,ENGM,EDDF,1672644612
1672640829.0,LOWW,EDDF,1672644538
1672639762.0,LDZA,EDDF,1672644477
1672633084.0,LTAC,EDDF,1672644288
1672640213.0,LIPZ,EDDF,1672644267
1672637691.0,ENBR,EDDF,1672644234
1672640303.0,,EDDF,1672644128
1672641108.0,LFPG,EDDF,1672644111
1672638075.0,LEBL,EDDF,1672643953
1672640809.0,LSGG,EDDF,1672643934
1672617605.0,,EDDF,1672643848
,,EDDF,1672643848
1672635656.0,,EDDF,1672643723
1672617604.0,,EDDF,1672643669
1672640168.0,LFLL,EDDF,1672643578
1672639165.0,LIPE,EDDF,1672643457
1672617605.0,,EDDF,1672643395
1672639169.0,EKBI,EDDF,1672643305
1672636344.0,,EDDF,1672643276
1672637626.0,EIDW,EDDF,1672643248
1672640885.0,EDDM,EDDF,1672642912
1672640391.0,EBBR,EDDF,1672642722
1672637365.0,LFBO,EDDF,1672642675
1672637261.0,LHBP,EDDF,1672642645
1672617605.0,,EDDF,1672642555
1672639435.0,LIML,EDDF,1672642508
1672638266.0,LDZA,EDDF,1672642439
1672638055.0,LIPQ,EDDF,1672642287
1672638141.0,EKCH,EDDF,1672642259
1672634523.0,LROP,EDDF,1672642076
1672639299.0,LOWI,EDDF,1672641914
1672617603.0,KJYO,EDDF,1672641717
1672637256.0,LOWW,EDDF,1672641589
1672617677.0,KEWR,EDDF,1672641569
1672638174.0,EDDB,EDDF,1672641555
1672637974.0,LIML,EDDF,1672641502
1672637264.0,,EDDF,1672641491
1672638652.0,EDDP,EDDF,1672641428
1672630182.0,,EDDF,1672641416
1672633978.0,,EDDF,1672641401
1672638965.0,LSZM,EDDF,1672641356
1672622111.0,,EDDF,1672641266
1672626365.0,,EDDF,1672641102
1672617606.0,,EDDF,1672641088
1672637723.0,LOWS,EDDF,1672641029
1672633443.0,EVRA,EDDF,1672641025
1672636536.0,LIMF,EDDF,1672640993
1672636867.0,LOWG,EDDF,1672640787
1672638568.0,ELLX,EDDF,1672640727
1672638293.0,EDDS,EDDF,1672640668
1672637867.0,EDDW,EDDF,1672640637
1672617619.0,,EDDF,1672640569
1672632159.0,,EDDF,1672640518
1672638526.0,EDDG,EDDF,1672640511
1672630455.0,LTFM,EDDF,1672640338
1672636455.0,LIPX,EDDF,1672640241
1672638441.0,EDDL,EDDF,1672640176
1672633984.0,EIDW,EDDF,1672640145
1672629432.0,,EDDF,1672640069
1672637703.0,EDDV,EDDF,1672639906
1672636363.0,LOWL,EDDF,1672639788
1672636444.0,EDDH,EDDF,1672639764
1672637900.0,EDDF,EDDF,1672639727
1672617603.0,,EDDF,1672639392
1672617613.0,,EDDF,1672639099
1672629432.0,,EDDF,1672639079
1672617619.0,,EDDF,1672639010
1672624476.0,,EDDF,1672638898
1672617635.0,,EDDF,1672638612
1672636875.0,EDDN,EDDF,1672638502
1672624645.0,,EDDF,1672638298
1672617619.0,,EDDF,1672638137
1672624333.0,OLBA,EDDF,1672638082
1672617605.0,,EDDF,1672637890
1672617604.0,,EDDF,1672637747
1672617605.0,,EDDF,1672637565
1672617617.0,,EDDF,1672637393
1672617791.0,,EDDF,1672637087
1672627375.0,,EDDF,1672636946
1672625658.0,,EDDF,1672636730
1672617604.0,,EDDF,1672636375
1672625928.0,,EDDF,1672636139
1672628744.0,,EDDF,1672636036
1672622516.0,,EDDF,1672635983
1672621792.0,,EDDF,1672635779
1672623523.0,,EDDF,1672635323
1672628143.0,,EDDF,1672635110
1672627799.0,,EDDF,1672634634
1672621049.0,,EDDF,1672634478
1672623776.0,,EDDF,1672634305
1672623133.0,,EDDF,1672634186
1672622735.0,,EDDF,1672633873
1672622214.0,,EDDF,1672633615
1672625956.0,,EDDF,1672633556
1672618328.0,,EDDF,1672633534
1672621970.0,,EDDF,1672633431
1672625925.0,,EDDF,1672633106
1672625187.0,,EDDF,1672633068
1672626491.0,,EDDF,1672632858
1672624852.0,,EDDF,1672632800
1672620926.0,,EDDF,1672632598
1672625092.0,,EDDF,1672632299
1672602937.0,EPWA,EDDF,1672608688
1672605906.0,EDDP,EDDF,1672608553
1672596937.0,,EDDF,1672608512
1672605579.0,EHAM,EDDF,1672608276
1672596374.0,LPMA,EDDF,1672608005
1672606522.0,EDDF,EDDF,1672607918
1672604190.0,EGLL,EDDF,1672607871
1672598680.0,LPPT,EDDF,1672607252
1672600506.0,LEMD,EDDF,1672607252
1672602825.0,LOWW,EDDF,1672606938
1672603156.0,LFPG,EDDF,1672606256
1672596590.0,LTFM,EDDF,1672606097
1672571015.0,EDDF,EDDF,1672605902
1672599090.0,ENZV,EDDF,1672604739
1672597212.0,ESSA,EDDF,1672604315
1672591060.0,,EDDF,1672604173
1672601711.0,EDDM,EDDF,1672603799
1672597380.0,,EDDF,1672602975
1672598679.0,EGLL,EDDF,1672602359
1672595493.0,ENGM,EDDF,1672602326
1672590480.0,LPMA,EDDF,1672602230
1672596345.0,EIDW,EDDF,1672602206
1672596226.0,LIRF,EDDF,1672602064
1672589545.0,,EDDF,1672602042
1672595709.0,ESMQ,EDDF,1672601819
1672596840.0,,EDDF,1672601745
1672597007.0,EGCC,EDDF,1672601609
1672597623.0,LSGG,EDDF,1672601354
1672595822.0,ESGG,EDDF,1672601273
1672598198.0,EHAM,EDDF,1672601188
1672597185.0,LOWW,EDDF,1672601079
1672594509.0,LEPA,EDDF,1672600908
1672596816.0,EKCH,EDDF,1672600748
1672594334.0,LEBL,EDDF,1672600666
1672596859.0,LFLL,EDDF,1672600528
1672589242.0,,EDDF,1672600453
1672597447.0,LFPG,EDDF,1672600328
1672597806.0,LSZH,EDDF,1672600312
1672596979.0,LKPR,EDDF,1672600074
1672592140.0,LPPR,EDDF,1672600074
1672587437.0,,EDDF,1672600073
1672595606.0,LFML,EDDF,1672599991
1672590341.0,EFHK,EDDF,1672599980
1672565144.0,EDDF,EDDF,1672599939
1672596993.0,EDDH,EDDF,1672599824
1672591151.0,LEMG,EDDF,1672599796
1672589942.0,LTFM,EDDF,1672599715
1672593767.0,,EDDF,1672599593
1672595612.0,EGLL,EDDF,1672599478
1672594893.0,EPKK,EDDF,1672599448
1672565123.0,EDDF,EDDF,1672599386
1672596486.0,EDDB,EDDF,1672599297
1672596016.0,LIMC,EDDF,1672599239
1672589465.0,LGAV,EDDF,1672599090
1672566231.0,EDDF,EDDF,1672598946
1672596070.0,LOWS,EDDF,1672598939
1672594066.0,LFBD,EDDF,1672598858
1672594071.0,,EDDF,1672598728
1672596085.0,EDDW,EDDF,1672598708
1672586070.0,BIKF,EDDF,1672598689
1672596219.0,EDDV,EDDF,1672598601
1672556575.0,VTBS,EDDF,1672598597
1672594440.0,LFRS,EDDF,1672598499
1672594155.0,EKCH,EDDF,1672598489
1672595511.0,EHAM,EDDF,1672598182
1672589709.0,LROP,EDDF,1672598089
1672589076.0,EETN,EDDF,1672598060
1672593335.0,LDZL,EDDF,1672597999
1672596101.0,ELLX,EDDF,1672597949
1672594625.0,LFPG,EDDF,1672597944
1672596438.0,EDDS,EDDF,1672597859
1672595978.0,EDDL,EDDF,1672597830
1672595981.0,EDDN,EDDF,1672597656
1672591503.0,LYBE,EDDF,1672597515
1672590667.0,ENGM,EDDF,1672597408
1672594501.0,EDDB,EDDF,1672597321
1672594053.0,LSGG,EDDF,1672597289
1672550981.0,,EDDF,1672597197
1672541381.0,VTBS,EDDF,1672597036
1672594365.0,LSZH,EDDF,1672596808
1672545462.0,RJTT,EDDF,1672596741
1672594399.0,EBBR,EDDF,1672596653
1672583209.0,LCLK,EDDF,1672596537
1672592642.0,EGLC,EDDF,1672596471
1672590293.0,EIDW,EDDF,1672596357
1672585706.0,,EDDF,1672596297
1672571594.0,,EDDF,1672596148
1672587930.0,LPPT,EDDF,1672596106
1672584490.0,,EDDF,1672595937
1672591624.0,EGLL,EDDF,1672595844
1672590023.0,EPWA,EDDF,1672595669
1672589313.0,LEBL,EDDF,1672595328
1672591894.0,LIML,EDDF,1672595226
1672592941.0,EDDM,EDDF,1672595185
1672587679.0,ESSA,EDDF,1672595005
1672586626.0,EVRA,EDDF,1672594857
1672585687.0,EFHK,EDDF,1672594853
1672591020.0,LOWW,EDDF,1672594792
1672591303.0,LIML,EDDF,1672594615
1672587936.0,LEMD,EDDF,1672594460
1672586886.0,LEMD,EDDF,1672593647
1672569995.0,,EDDF,1672593442
1672571701.0,OTHH,EDDF,1672593136
1672544760.0,SBKP,EDDF,1672593032
1672580324.0,,EDDF,1672592881
1672580566.0,,EDDF,1672592729
1672562845.0,VIDP,EDDF,1672592566
1672578006.0,LLBG,EDDF,1672592410
